,vanilla_name,btw_name,vanilla_path,btw_path,delete,category
54,blackstone_top,decoBlockInfusedStone,/assets/minecraft/textures/block/blackstone_top.png,/textures/blocks/decoBlockInfusedStone.png,,block
55,blue_concrete,decoBlockConcreteColumn_blue,/assets/minecraft/textures/block/blue_concrete.png,/textures/blocks/decoBlockConcreteColumn_blue.png,,block
56,blue_concrete,decoBlockConcrete_blue,/assets/minecraft/textures/block/blue_concrete.png,/textures/blocks/decoBlockConcrete_blue.png,,block
57,blue_concrete_powder,decoBlockConcretePowder_blue,/assets/minecraft/textures/block/blue_concrete_powder.png,/textures/blocks/decoBlockConcretePowder_blue.png,,block
58,blue_glazed_terracotta,decoBlockGlazedTerracotta_blue_0,/assets/minecraft/textures/block/blue_glazed_terracotta.png,/textures/blocks/decoBlockGlazedTerracotta_blue_0.png,,block
59,blue_orchid,decoBlockFlower_8,/assets/minecraft/textures/block/blue_orchid.png,/textures/blocks/decoBlockFlower_8.png,,block
60,blue_stained_glass,decoBlockStainedGlass_blue,/assets/minecraft/textures/block/blue_stained_glass.png,/textures/blocks/decoBlockStainedGlass_blue.png,,block
61,blue_terracotta,decoBlockTerracottaStained_blue,/assets/minecraft/textures/block/blue_terracotta.png,/textures/blocks/decoBlockTerracottaStained_blue.png,,block
62,blue_wool,decoBlockCarpet_blue,/assets/minecraft/textures/block/blue_wool.png,/textures/blocks/decoBlockCarpet_blue.png,,block
63,blue_wool,cloth_11,/assets/minecraft/textures/block/blue_wool.png,/textures/blocks/cloth_11.png,,block
64,bone_block_side,decoBlockBonePillar_side,/assets/minecraft/textures/block/bone_block_side.png,/textures/blocks/decoBlockBonePillar_side.png,,block
65,bone_block_top,decoBlockBonePillar_top,/assets/minecraft/textures/block/bone_block_top.png,/textures/blocks/decoBlockBonePillar_top.png,,block
66,bookshelf,bookshelf,/assets/minecraft/textures/block/bookshelf.png,/textures/blocks/bookshelf.png,,block
67,brewing_stand_base,brewingStand_base,/assets/minecraft/textures/block/brewing_stand_base.png,/textures/blocks/brewingStand_base.png,,block
68,bricks,brick,/assets/minecraft/textures/block/bricks.png,/textures/blocks/brick.png,,block
69,bricks,fcBlockDecorativeBrick,/assets/minecraft/textures/block/bricks.png,/textures/blocks/fcBlockDecorativeBrick.png,,block
70,brown_concrete,decoBlockConcrete_brown,/assets/minecraft/textures/block/brown_concrete.png,/textures/blocks/decoBlockConcrete_brown.png,,block
71,brown_concrete,decoBlockConcreteColumn_brown,/assets/minecraft/textures/block/brown_concrete.png,/textures/blocks/decoBlockConcreteColumn_brown.png,,block
72,brown_concrete_powder,decoBlockConcretePowder_brown,/assets/minecraft/textures/block/brown_concrete_powder.png,/textures/blocks/decoBlockConcretePowder_brown.png,,block
73,brown_glazed_terracotta,decoBlockGlazedTerracotta_brown_0,/assets/minecraft/textures/block/brown_glazed_terracotta.png,/textures/blocks/decoBlockGlazedTerracotta_brown_0.png,,block
74,brown_mushroom,mushroom_brown,/assets/minecraft/textures/block/brown_mushroom.png,/textures/blocks/mushroom_brown.png,,block
75,brown_mushroom_block,mushroom_skin_brown,/assets/minecraft/textures/block/brown_mushroom_block.png,/textures/blocks/mushroom_skin_brown.png,,block
76,brown_stained_glass,decoBlockStainedGlass_brown,/assets/minecraft/textures/block/brown_stained_glass.png,/textures/blocks/decoBlockStainedGlass_brown.png,,block
77,brown_terracotta,decoBlockTerracottaStained_brown,/assets/minecraft/textures/block/brown_terracotta.png,/textures/blocks/decoBlockTerracottaStained_brown.png,,block
78,brown_wool,decoBlockCarpet_brown,/assets/minecraft/textures/block/brown_wool.png,/textures/blocks/decoBlockCarpet_brown.png,,block
79,brown_wool,cloth_12,/assets/minecraft/textures/block/brown_wool.png,/textures/blocks/cloth_12.png,,block
80,cactus_bottom,cactus_bottom,/assets/minecraft/textures/block/cactus_bottom.png,/textures/blocks/cactus_bottom.png,,block
81,cactus_side,cactus_side,/assets/minecraft/textures/block/cactus_side.png,/textures/blocks/cactus_side.png,,block
82,cactus_top,cactus_top,/assets/minecraft/textures/block/cactus_top.png,/textures/blocks/cactus_top.png,,block
83,cake_bottom,cake_bottom,/assets/minecraft/textures/block/cake_bottom.png,/textures/blocks/cake_bottom.png,,block
84,cake_inner,cake_inner,/assets/minecraft/textures/block/cake_inner.png,/textures/blocks/cake_inner.png,,block
85,cake_side,cake_side,/assets/minecraft/textures/block/cake_side.png,/textures/blocks/cake_side.png,,block
86,cake_top,cake_top,/assets/minecraft/textures/block/cake_top.png,/textures/blocks/cake_top.png,,block
87,carrots_stage0,potatoes_0,/assets/minecraft/textures/block/carrots_stage0.png,/textures/blocks/potatoes_0.png,,block
88,carrots_stage0,fcBlockCarrots_0,/assets/minecraft/textures/block/carrots_stage0.png,/textures/blocks/fcBlockCarrots_0.png,,block
89,carrots_stage0,carrots_0,/assets/minecraft/textures/block/carrots_stage0.png,/textures/blocks/carrots_0.png,,block
90,carrots_stage1,carrots_1,/assets/minecraft/textures/block/carrots_stage1.png,/textures/blocks/carrots_1.png,,block
91,carrots_stage1,potatoes_1,/assets/minecraft/textures/block/carrots_stage1.png,/textures/blocks/potatoes_1.png,,block
92,carrots_stage1,fcBlockCarrots_1,/assets/minecraft/textures/block/carrots_stage1.png,/textures/blocks/fcBlockCarrots_1.png,,block
93,carrots_stage2,fcBlockCarrots_2,/assets/minecraft/textures/block/carrots_stage2.png,/textures/blocks/fcBlockCarrots_2.png,,block
94,carrots_stage2,carrots_2,/assets/minecraft/textures/block/carrots_stage2.png,/textures/blocks/carrots_2.png,,block
95,carrots_stage2,potatoes_2,/assets/minecraft/textures/block/carrots_stage2.png,/textures/blocks/potatoes_2.png,,block
96,carrots_stage3,carrots_3,/assets/minecraft/textures/block/carrots_stage3.png,/textures/blocks/carrots_3.png,,block
97,carved_pumpkin,pumpkin_face,/assets/minecraft/textures/block/carved_pumpkin.png,/textures/blocks/pumpkin_face.png,,block
98,cauldron_inner,hopper_inside,/assets/minecraft/textures/block/cauldron_inner.png,/textures/blocks/hopper_inside.png,,block
99,cauldron_inner,cauldron_inner,/assets/minecraft/textures/block/cauldron_inner.png,/textures/blocks/cauldron_inner.png,,block
100,cauldron_top,fcBlockCauldron_top,/assets/minecraft/textures/block/cauldron_top.png,/textures/blocks/fcBlockCauldron_top.png,,block
101,chipped_anvil_top,anvil_top_damaged_1,/assets/minecraft/textures/block/chipped_anvil_top.png,/textures/blocks/anvil_top_damaged_1.png,,block
102,chiseled_polished_blackstone,decoBlockInfusedStoneChiseled,/assets/minecraft/textures/block/chiseled_polished_blackstone.png,/textures/blocks/decoBlockInfusedStoneChiseled.png,,block
103,chiseled_quartz_block,quartzblock_chiseled,/assets/minecraft/textures/block/chiseled_quartz_block.png,/textures/blocks/quartzblock_chiseled.png,,block
104,chiseled_quartz_block_top,quartzblock_chiseled_top,/assets/minecraft/textures/block/chiseled_quartz_block_top.png,/textures/blocks/quartzblock_chiseled_top.png,,block
105,chiseled_red_sandstone,decoBlockRedSandstoneChiseled,/assets/minecraft/textures/block/chiseled_red_sandstone.png,/textures/blocks/decoBlockRedSandstoneChiseled.png,,block
106,chiseled_sandstone,sandstone_carved,/assets/minecraft/textures/block/chiseled_sandstone.png,/textures/blocks/sandstone_carved.png,,block
107,chiseled_stone_bricks,stonebricksmooth_carved,/assets/minecraft/textures/block/chiseled_stone_bricks.png,/textures/blocks/stonebricksmooth_carved.png,,block
108,chiseled_stone_bricks,stonebrick_smooth_carved,/assets/minecraft/textures/block/chiseled_stone_bricks.png,/textures/blocks/stonebrick_smooth_carved.png,,block
109,clay,fcBlockUnfiredClay,/assets/minecraft/textures/block/clay.png,/textures/blocks/fcBlockUnfiredClay.png,,block
110,clay,fcBlockUnfiredBrick,/assets/minecraft/textures/block/clay.png,/textures/blocks/fcBlockUnfiredBrick.png,,block
111,clay,fcBlockUnfiredPottery,/assets/minecraft/textures/block/clay.png,/textures/blocks/fcBlockUnfiredPottery.png,,block
112,coal_block,decoBlockCoal,/assets/minecraft/textures/block/coal_block.png,/textures/blocks/decoBlockCoal.png,,block
113,coal_ore,oreCoal,/assets/minecraft/textures/block/coal_ore.png,/textures/blocks/oreCoal.png,,block
114,coarse_dirt,decoBlockCoarseDirt,/assets/minecraft/textures/block/coarse_dirt.png,/textures/blocks/decoBlockCoarseDirt.png,,block
115,cobbled_deepslate,decoBlockSlateCobble,/assets/minecraft/textures/block/cobbled_deepslate.png,/textures/blocks/decoBlockSlateCobble.png,,block
116,cobbled_deepslate,decoBlockSlate_cracked,/assets/minecraft/textures/block/cobbled_deepslate.png,/textures/blocks/decoBlockSlate_cracked.png,,block
117,cobbled_deepslate,decoBlockSlateCobbleColumn,/assets/minecraft/textures/block/cobbled_deepslate.png,/textures/blocks/decoBlockSlateCobbleColumn.png,,block
118,cobblestone,fcBlockStoneRough,/assets/minecraft/textures/block/cobblestone.png,/textures/blocks/fcBlockStoneRough.png,,block
119,cobblestone,stonebrick,/assets/minecraft/textures/block/cobblestone.png,/textures/blocks/stonebrick.png,,block
120,cobblestone,decoBlockCobblestoneColumn,/assets/minecraft/textures/block/cobblestone.png,/textures/blocks/decoBlockCobblestoneColumn.png,,block
121,cobweb,web,/assets/minecraft/textures/block/cobweb.png,/textures/blocks/web.png,,block
122,cocoa_stage0,cocoa_0,/assets/minecraft/textures/block/cocoa_stage0.png,/textures/blocks/cocoa_0.png,,block
123,cocoa_stage1,cocoa_1,/assets/minecraft/textures/block/cocoa_stage1.png,/textures/blocks/cocoa_1.png,,block
124,cocoa_stage2,cocoa_2,/assets/minecraft/textures/block/cocoa_stage2.png,/textures/blocks/cocoa_2.png,,block
125,comparator_on,comparator_lit,/assets/minecraft/textures/block/comparator_on.png,/textures/blocks/comparator_lit.png,,block
126,cornflower,decoBlockFlower_4,/assets/minecraft/textures/block/cornflower.png,/textures/blocks/decoBlockFlower_4.png,,block
127,cracked_stone_bricks,decoBlockStoneBrickCrackedColumn,/assets/minecraft/textures/block/cracked_stone_bricks.png,/textures/blocks/decoBlockStoneBrickCrackedColumn.png,,block
128,cracked_stone_bricks,stonebricksmooth_cracked,/assets/minecraft/textures/block/cracked_stone_bricks.png,/textures/blocks/stonebricksmooth_cracked.png,,block
129,crafting_table_front,workbench_front,/assets/minecraft/textures/block/crafting_table_front.png,/textures/blocks/workbench_front.png,,block
130,crafting_table_side,workbench_side,/assets/minecraft/textures/block/crafting_table_side.png,/textures/blocks/workbench_side.png,,block
131,crafting_table_top,workbench_top,/assets/minecraft/textures/block/crafting_table_top.png,/textures/blocks/workbench_top.png,,block
132,crying_obsidian,decoBlockInfusedObsidian,/assets/minecraft/textures/block/crying_obsidian.png,/textures/blocks/decoBlockInfusedObsidian.png,,block
133,cut_red_sandstone,decoBlockRedSandstoneSmoothColumn,/assets/minecraft/textures/block/cut_red_sandstone.png,/textures/blocks/decoBlockRedSandstoneSmoothColumn.png,,block
134,cut_red_sandstone,decoBlockRedSandstoneSmooth,/assets/minecraft/textures/block/cut_red_sandstone.png,/textures/blocks/decoBlockRedSandstoneSmooth.png,,block
135,cut_sandstone,decoBlockSandstoneSmoothColumn,/assets/minecraft/textures/block/cut_sandstone.png,/textures/blocks/decoBlockSandstoneSmoothColumn.png,,block
136,cut_sandstone,sandstone_smooth,/assets/minecraft/textures/block/cut_sandstone.png,/textures/blocks/sandstone_smooth.png,,block
137,cyan_concrete,decoBlockConcreteColumn_cyan,/assets/minecraft/textures/block/cyan_concrete.png,/textures/blocks/decoBlockConcreteColumn_cyan.png,,block
138,cyan_concrete,decoBlockConcrete_cyan,/assets/minecraft/textures/block/cyan_concrete.png,/textures/blocks/decoBlockConcrete_cyan.png,,block
139,cyan_concrete_powder,decoBlockConcretePowder_cyan,/assets/minecraft/textures/block/cyan_concrete_powder.png,/textures/blocks/decoBlockConcretePowder_cyan.png,,block
140,cyan_glazed_terracotta,decoBlockGlazedTerracotta_cyan_0,/assets/minecraft/textures/block/cyan_glazed_terracotta.png,/textures/blocks/decoBlockGlazedTerracotta_cyan_0.png,,block
141,cyan_stained_glass,decoBlockStainedGlass_cyan,/assets/minecraft/textures/block/cyan_stained_glass.png,/textures/blocks/decoBlockStainedGlass_cyan.png,,block
142,cyan_terracotta,decoBlockTerracottaStained_cyan,/assets/minecraft/textures/block/cyan_terracotta.png,/textures/blocks/decoBlockTerracottaStained_cyan.png,,block
143,cyan_wool,cloth_9,/assets/minecraft/textures/block/cyan_wool.png,/textures/blocks/cloth_9.png,,block
144,cyan_wool,decoBlockCarpet_cyan,/assets/minecraft/textures/block/cyan_wool.png,/textures/blocks/decoBlockCarpet_cyan.png,,block
145,damaged_anvil_top,anvil_top_damaged_2,/assets/minecraft/textures/block/damaged_anvil_top.png,/textures/blocks/anvil_top_damaged_2.png,,block
146,dandelion,flower,/assets/minecraft/textures/block/dandelion.png,/textures/blocks/flower.png,,block
147,dark_oak_door_bottom,decoBlockDoorCherry_lower,/assets/minecraft/textures/block/dark_oak_door_bottom.png,/textures/blocks/decoBlockDoorCherry_lower.png,,block
148,dark_oak_door_top,decoBlockDoorCherry_upper,/assets/minecraft/textures/block/dark_oak_door_top.png,/textures/blocks/decoBlockDoorCherry_upper.png,,block
149,dark_oak_leaves,leaves,/assets/minecraft/textures/block/dark_oak_leaves.png,/textures/blocks/leaves.png,,block
150,dark_oak_log,decoItemBarkCherry,/assets/minecraft/textures/block/dark_oak_log.png,/textures/items/decoItemBarkCherry.png,,block
151,dark_oak_log,decoBlockLogCherry_side,/assets/minecraft/textures/block/dark_oak_log.png,/textures/blocks/decoBlockLogCherry_side.png,,block
152,dark_oak_log_top,decoBlockLogCherry_top,/assets/minecraft/textures/block/dark_oak_log_top.png,/textures/blocks/decoBlockLogCherry_top.png,,block
153,dark_oak_planks,decoBlockPlanksCherry,/assets/minecraft/textures/block/dark_oak_planks.png,/textures/blocks/decoBlockPlanksCherry.png,,block
154,dark_oak_planks,decoBlockGateCherry,/assets/minecraft/textures/block/dark_oak_planks.png,/textures/blocks/decoBlockGateCherry.png,,block
155,dark_oak_planks,decoBlockChairCherry,/assets/minecraft/textures/block/dark_oak_planks.png,/textures/blocks/decoBlockChairCherry.png,,block
156,dark_oak_trapdoor,decoBlockTrapdoorCherry,/assets/minecraft/textures/block/dark_oak_trapdoor.png,/textures/blocks/decoBlockTrapdoorCherry.png,,block
157,dark_prismarine,decoBlockPrismarineDarkColumn,/assets/minecraft/textures/block/dark_prismarine.png,/textures/blocks/decoBlockPrismarineDarkColumn.png,,block
158,dark_prismarine,decoBlockPrismarineDark,/assets/minecraft/textures/block/dark_prismarine.png,/textures/blocks/decoBlockPrismarineDark.png,,block
159,daylight_detector_side,daylightDetector_side,/assets/minecraft/textures/block/daylight_detector_side.png,/textures/blocks/daylightDetector_side.png,,block
160,daylight_detector_top,daylightDetector_top,/assets/minecraft/textures/block/daylight_detector_top.png,/textures/blocks/daylightDetector_top.png,,block
161,dead_bush,deadbush,/assets/minecraft/textures/block/dead_bush.png,/textures/blocks/deadbush.png,,block
162,deepslate,decoBlockSlate_side,/assets/minecraft/textures/block/deepslate.png,/textures/blocks/decoBlockSlate_side.png,,block
163,deepslate_bricks,decoBlockSlateBrick,/assets/minecraft/textures/block/deepslate_bricks.png,/textures/blocks/decoBlockSlateBrick.png,,block
164,deepslate_bricks,decoBlockSlateBrickColumn,/assets/minecraft/textures/block/deepslate_bricks.png,/textures/blocks/decoBlockSlateBrickColumn.png,,block
165,deepslate_tiles,decoBlockSlateTilesColumn,/assets/minecraft/textures/block/deepslate_tiles.png,/textures/blocks/decoBlockSlateTilesColumn.png,,block
166,deepslate_tiles,decoBlockSlateTiles,/assets/minecraft/textures/block/deepslate_tiles.png,/textures/blocks/decoBlockSlateTiles.png,,block
167,deepslate_top,decoBlockSlate_top,/assets/minecraft/textures/block/deepslate_top.png,/textures/blocks/decoBlockSlate_top.png,,block
168,destroy_stage_0,destroy_0,/assets/minecraft/textures/block/destroy_stage_0.png,/textures/blocks/destroy_0.png,,block
169,destroy_stage_1,destroy_1,/assets/minecraft/textures/block/destroy_stage_1.png,/textures/blocks/destroy_1.png,,block
170,destroy_stage_2,destroy_2,/assets/minecraft/textures/block/destroy_stage_2.png,/textures/blocks/destroy_2.png,,block
171,destroy_stage_3,destroy_3,/assets/minecraft/textures/block/destroy_stage_3.png,/textures/blocks/destroy_3.png,,block
172,destroy_stage_4,destroy_4,/assets/minecraft/textures/block/destroy_stage_4.png,/textures/blocks/destroy_4.png,,block
173,destroy_stage_5,destroy_5,/assets/minecraft/textures/block/destroy_stage_5.png,/textures/blocks/destroy_5.png,,block
174,destroy_stage_6,destroy_6,/assets/minecraft/textures/block/destroy_stage_6.png,/textures/blocks/destroy_6.png,,block
175,destroy_stage_7,destroy_7,/assets/minecraft/textures/block/destroy_stage_7.png,/textures/blocks/destroy_7.png,,block
176,destroy_stage_8,destroy_8,/assets/minecraft/textures/block/destroy_stage_8.png,/textures/blocks/destroy_8.png,,block
177,destroy_stage_9,destroy_9,/assets/minecraft/textures/block/destroy_stage_9.png,/textures/blocks/destroy_9.png,,block
178,destroy_stage_9,decoOverlaySlateRough_7,/assets/minecraft/textures/block/destroy_stage_9.png,/textures/blocks/decoOverlaySlateRough_7.png,,block
179,destroy_stage_9,fcOverlaySnowLoose_0,/assets/minecraft/textures/block/destroy_stage_9.png,/textures/blocks/fcOverlaySnowLoose_0.png,,block
180,destroy_stage_9,fcOverlayCook_7,/assets/minecraft/textures/block/destroy_stage_9.png,/textures/blocks/fcOverlayCook_7.png,,block
181,destroy_stage_9,fcOverlayStoneRough_7,/assets/minecraft/textures/block/destroy_stage_9.png,/textures/blocks/fcOverlayStoneRough_7.png,,block
182,destroy_stage_9,fcOverlayUnfiredBrick_7,/assets/minecraft/textures/block/destroy_stage_9.png,/textures/blocks/fcOverlayUnfiredBrick_7.png,,block
183,detector_rail,detectorRail,/assets/minecraft/textures/block/detector_rail.png,/textures/blocks/detectorRail.png,,block
184,detector_rail_on,detectorRail_on,/assets/minecraft/textures/block/detector_rail_on.png,/textures/blocks/detectorRail_on.png,,block
185,diamond_block,blockDiamond,/assets/minecraft/textures/block/diamond_block.png,/textures/blocks/blockDiamond.png,,block
186,diamond_ore,oreDiamond,/assets/minecraft/textures/block/diamond_ore.png,/textures/blocks/oreDiamond.png,,block
187,diorite,decoBlockDioriteColumn,/assets/minecraft/textures/block/diorite.png,/textures/blocks/decoBlockDioriteColumn.png,,block
188,diorite,decoBlockDiorite,/assets/minecraft/textures/block/diorite.png,/textures/blocks/decoBlockDiorite.png,,block
189,dirt,fcBlockMyceliumSlab_bottom,/assets/minecraft/textures/block/dirt.png,/textures/blocks/fcBlockMyceliumSlab_bottom.png,,block
190,dirt,dirt,/assets/minecraft/textures/block/dirt.png,/textures/blocks/dirt.png,,block
191,dirt,FCBlockBlightL1_bottom,/assets/minecraft/textures/block/dirt.png,/textures/blocks/FCBlockBlightL1_bottom.png,,block
192,dirt,FCBlockBlightL0_bottom,/assets/minecraft/textures/block/dirt.png,/textures/blocks/FCBlockBlightL0_bottom.png,,block
193,dispenser_front,dispenser_front,/assets/minecraft/textures/block/dispenser_front.png,/textures/blocks/dispenser_front.png,,block
194,dispenser_front_vertical,dispenser_front_vertical,/assets/minecraft/textures/block/dispenser_front_vertical.png,/textures/blocks/dispenser_front_vertical.png,,block
195,dragon_egg,dragonEgg,/assets/minecraft/textures/block/dragon_egg.png,/textures/blocks/dragonEgg.png,,block
196,dropper_front,dropper_front,/assets/minecraft/textures/block/dropper_front.png,/textures/blocks/dropper_front.png,,block
197,dropper_front_vertical,dropper_front_vertical,/assets/minecraft/textures/block/dropper_front_vertical.png,/textures/blocks/dropper_front_vertical.png,,block
198,emerald_block,blockEmerald,/assets/minecraft/textures/block/emerald_block.png,/textures/blocks/blockEmerald.png,,block
199,emerald_ore,oreEmerald,/assets/minecraft/textures/block/emerald_ore.png,/textures/blocks/oreEmerald.png,,block
200,enchanting_table_bottom,enchantment_bottom,/assets/minecraft/textures/block/enchanting_table_bottom.png,/textures/blocks/enchantment_bottom.png,,block
201,enchanting_table_side,enchantment_side,/assets/minecraft/textures/block/enchanting_table_side.png,/textures/blocks/enchantment_side.png,,block
202,enchanting_table_top,enchantment_top,/assets/minecraft/textures/block/enchanting_table_top.png,/textures/blocks/enchantment_top.png,,block
203,end_portal_frame_eye,endframe_eye,/assets/minecraft/textures/block/end_portal_frame_eye.png,/textures/blocks/endframe_eye.png,,block
204,end_portal_frame_side,endframe_side,/assets/minecraft/textures/block/end_portal_frame_side.png,/textures/blocks/endframe_side.png,,block
